"Menu Item Name","Menu Category","QTY sold","Sales exc Tax.","Discounts","Sales inc Tax.(a)","Cost inc Tax(b)","Gross Profit(a)-(b)","Markup Percentage %(a-b)/b * 100%"
"box(-)","","1550","£ 5889.10","£ 24.26","£ 5889.10","£ 0.00","£ 5889.10","0 %"
"75. Rib Eye(Standard)","BBQ (Korean) 75 - 84","598","£ 8491.85","£ 55.76","£ 8916.44","£ 0.00","£ 8916.44","0 %"
"65D. Egg(Standard)","Extras","2","£ 0.95","£ 0.00","£ 1.00","£ 0.00","£ 1.00","0 %"
"76. Dwaeji galbi ribs(default)","BBQ (Korean) 75 - 84","220","£ 2499.38","£ 10.65","£ 2624.35","£ 0.00","£ 2624.35","0 %"
"77. beef Bulgogi(Standard)","BBQ (Korean) 75 - 84","867","£ 9773.04","£ 121.61","£ 10261.69","£ 0.00","£ 10261.69","0 %"
"78. Pork Bulgogi(default)","BBQ (Korean) 75 - 84","357","£ 3725.58","£ 22.44","£ 3911.86","£ 0.00","£ 3911.86","0 %"
"79. Chicken Bulgogi(default)","BBQ (Korean) 75 - 84","295","£ 3049.81","£ 25.20","£ 3202.30","£ 0.00","£ 3202.30","0 %"
"80. Pork Belly(Standard)","BBQ (Korean) 75 - 84","495","£ 5556.13","£ 56.56","£ 5833.94","£ 0.00","£ 5833.94","0 %"
"81. King Prawns (5pc)(Standard)","BBQ (Korean) 75 - 84","142","£ 2012.93","£ 2.22","£ 2113.58","£ 0.00","£ 2113.58","0 %"
"82. Ox Tongue(Standard)","BBQ (Korean) 75 - 84","85","£ 1032.38","£ 12.50","£ 1084.00","£ 0.00","£ 1084.00","0 %"
"83. Chargrilled Squid(Standard)","BBQ (Korean) 75 - 84","120","£ 1466.16","£ 8.53","£ 1539.47","£ 0.00","£ 1539.47","0 %"
"84. Lettuce, Garlic & Chilli(Standard)","BBQ (Korean) 75 - 84","243","£ 805.33","£ 4.90","£ 845.60","£ 0.00","£ 845.60","0 %"
"Becks Blue(Standard)","Bottled Beer & Cider","171","£ 618.86","£ 0.00","£ 649.80","£ 0.00","£ 649.80","0 %"
"Corona(Standard)","Bottled Beer & Cider","134","£ 484.95","£ 0.00","£ 509.20","£ 0.00","£ 509.20","0 %"
"Kirin Ichi Ban(Standard)","Bottled Beer & Cider","146","£ 625.71","£ 0.00","£ 657.00","£ 0.00","£ 657.00","0 %"
