"Menu Item Name","Menu Category","QTY sold","Sales exc Tax.","Discounts","Sales inc Tax.(a)","Cost inc Tax(b)","Gross Profit(a)-(b)","Markup Percentage %(a-b)/b * 100%"
"soju(-)","","1188","£ 6026.77","£ 60.47","£ 6026.77","£ 0.00","£ 6026.77","0 %"
"75. Rib Eye(Standard)","BBQ (Korean) 75 - 84","590","£ 8294.42","£ 89.21","£ 8709.14","£ 0.00","£ 8709.14","0 %"
"76. La Gar Bi(default)","BBQ (Korean) 75 - 84","153","£ 1717.73","£ 17.08","£ 1803.62","£ 0.00","£ 1803.62","0 %"
"77. Bulgogi(Standard)","BBQ (Korean) 75 - 84","748","£ 8272.34","£ 61.34","£ 8685.96","£ 0.00","£ 8685.96","0 %"
"78. Pork Bulgogi(default)","BBQ (Korean) 75 - 84","337","£ 3380.02","£ 35.93","£ 3549.02","£ 0.00","£ 3549.02","0 %"
"79. Chicken Bulgogi(default)","BBQ (Korean) 75 - 84","253","£ 2533.68","£ 38.44","£ 2660.36","£ 0.00","£ 2660.36","0 %"
"80. Pork Belly(Standard)","BBQ (Korean) 75 - 84","485","£ 5262.79","£ 61.27","£ 5525.93","£ 0.00","£ 5525.93","0 %"
"81. King Prawns (5pc)(Standard)","BBQ (Korean) 75 - 84","127","£ 1761.75","£ 2.56","£ 1849.84","£ 0.00","£ 1849.84","0 %"
"82. Ox Tongue(Standard)","BBQ (Korean) 75 - 84","70","£ 821.30","£ 9.03","£ 862.37","£ 0.00","£ 862.37","0 %"
"83. Chargrilled Squid(Standard)","BBQ (Korean) 75 - 84","111","£ 1361.41","£ 3.87","£ 1429.48","£ 0.00","£ 1429.48","0 %"
"84. Lettuce, Garlic & Chilli(Standard)","BBQ (Korean) 75 - 84","273","£ 858.97","£ 8.58","£ 901.92","£ 0.00","£ 901.92","0 %"
"Becks Blue(Standard)","Bottled Beer & Cider","165","£ 517.71","£ 1.40","£ 543.60","£ 0.00","£ 543.60","0 %"
"Corona(Standard)","Bottled Beer & Cider","177","£ 637.31","£ 3.42","£ 669.18","£ 0.00","£ 669.18","0 %"
"Kirin Ichi Ban(Standard)","Bottled Beer & Cider","158","£ 677.14","£ 0.00","£ 711.00","£ 0.00","£ 711.00","0 %"
"Koppaberg(Standard)","Bottled Beer & Cider","328","£ 1238.82","£ 9.24","£ 1300.76","£ 0.00","£ 1300.76","0 %"
"Tiger(Standard)","Bottled Beer & Cider","361","£ 1541.56","£ 5.86","£ 1618.64","£ 0.00","£ 1618.64","0 %"
"Tsing Tao(Standard)","Bottled Beer & Cider","198","£ 847.87","£ 0.74","£ 890.26","£ 0.00","£ 890.26","0 %"
"25. Chicken Teriyaki(Standard)","Buns 25-26","825","£ 5637.54","£ 103.08","£ 5919.42","£ 0.00","£ 5919.42","0 %"
"26. Beef Teriyaki(Standard)","Buns 25-26","636","£ 4606.98","£ 79.07","£ 4837.33","£ 0.00","£ 4837.33","0 %"
"01 Sette Bello Prosecco(20CL)","Champagne","54","£ 256.19","£ 1.00","£ 269.00","£ 0.00","£ 269.00","0 %"
"01 Sette Bello Prosecco(Bottle)","Champagne","59","£ 1228.86","£ 7.70","£ 1290.30","£ 0.00","£ 1290.30","0 %"
"02 Da Luca Rosato Spumante(Standard)","Champagne","22","£ 396.29","£ 1.90","£ 416.10","£ 0.00","£ 416.10","0 %"
"03 Da Luca Prosecco(Standard)","Champagne","117","£ 834.29","£ 1.50","£ 876.00","£ 0.00","£ 876.00","0 %"
"04 Taittinger Brut Reserve NV(Standard)","Champagne","8","£ 419.05","£ 0.00","£ 440.00","£ 0.00","£ 440.00","0 %"
"05 Taittinger Prestige Brut Rose(Standard)","Champagne","8","£ 428.57","£ -50.00","£ 450.00","£ 0.00","£ 450.00","0 %"
"Asia Daisy(Standard)","Cocktails","815","£ 5392.84","£ 42.52","£ 5662.48","£ 0.00","£ 5662.48","0 %"
"Japanese Slipper(Standard)","Cocktails","236","£ 1568.55","£ 5.02","£ 1646.98","£ 0.00","£ 1646.98","0 %"
"Korean Yoghurt Soju(Standard)","Cocktails","132","£ 868.45","£ 12.13","£ 911.87","£ 0.00","£ 911.87","0 %"
"Matcha Mojito(Standard)","Cocktails","189","£ 1245.33","£ 15.40","£ 1307.60","£ 0.00","£ 1307.60","0 %"
"Plum Sour(Standard)","Cocktails","246","£ 1633.67","£ 6.65","£ 1715.35","£ 0.00","£ 1715.35","0 %"
"Cheesecake(Standard)","Dessert","249","£ 1175.79","£ 10.42","£ 1234.58","£ 0.00","£ 1234.58","0 %"
"Dessert(Standard)","Dessert","3","£ 14.29","£ 0.00","£ 15.00","£ 0.00","£ 15.00","0 %"
"Ice Cream(default)","Dessert","127","£ 360.62","£ 2.35","£ 378.65","£ 0.00","£ 378.65","0 %"
"29. Chicken Katsu Curry(Standard)","Donburi 29-38","2185","£ 23538.00","£ 379.40","£ 24714.90","£ 0.00","£ 24714.90","0 %"
"30. Prawn Katsu Curry(Standard)","Donburi 29-38","518","£ 6549.99","£ 84.71","£ 6877.49","£ 0.00","£ 6877.49","0 %"
"31. Tonkatsu Curry(Standard)","Donburi 29-38","350","£ 3572.23","£ 24.16","£ 3750.84","£ 0.00","£ 3750.84","0 %"
"32. Beef Curry(Standard)","Donburi 29-38","439","£ 5313.14","£ 47.10","£ 5578.80","£ 0.00","£ 5578.80","0 %"
"33. Chicken Teriyaki(Standard)","Donburi 29-38","917","£ 9943.49","£ 174.84","£ 10440.66","£ 0.00","£ 10440.66","0 %"
"35. Grilled Unagi(default)","Donburi 29-38","314","£ 4379.89","£ 28.42","£ 4598.88","£ 0.00","£ 4598.88","0 %"
"36. Salmon Sashimi & Tobiko(Standard)","Donburi 29-38","170","£ 2180.16","£ 53.83","£ 2289.17","£ 0.00","£ 2289.17","0 %"
"37.Salmon & Tobiko EggFried Rice(Standard)","Donburi 29-38","264","£ 3225.64","£ 25.68","£ 3386.92","£ 0.00","£ 3386.92","0 %"
"Asahi(Half)","Draught Beer","665","£ 1638.67","£ 8.40","£ 1720.60","£ 0.00","£ 1720.60","0 %"
"Asahi(Pint)","Draught Beer","5026","£ 24832.01","£ 61.59","£ 26073.61","£ 0.00","£ 26073.61","0 %"
"Camden Pale Ale(Half)","Draught Beer","68","£ 168.38","£ 0.00","£ 176.80","£ 0.00","£ 176.80","0 %"
"Camden Pale Ale(Pint)","Draught Beer","727","£ 3387.13","£ 5.81","£ 3556.49","£ 0.00","£ 3556.49","0 %"
"Cornish Orchard Cider(Half)","Draught Beer","86","£ 204.29","£ 0.50","£ 214.50","£ 0.00","£ 214.50","0 %"
"Cornish Orchard Cider(Pint)","Draught Beer","289","£ 1151.10","£ 5.14","£ 1208.66","£ 0.00","£ 1208.66","0 %"
"Peroni(Half)","Draught Beer","282","£ 747.43","£ 4.80","£ 784.80","£ 0.00","£ 784.80","0 %"
